gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10,LV11,LV12,LV13,LV14,LV15,LV16,LV17,LV18,LV19,LV20,LV21,LV22,LV23,LV24,LV25,LV26,LV27,LV28,LV29,LV30
ABTB1,0.0,0.18118589082603787,0.12014567882440086,0.0,0.0,0.0,0.0,0.0,0.002953607407927525,0.016576451541901998,0.02172675437653372,0.06519480849345513,0.01653593799939983,0.0,0.013627952647938202,0.0,0.04907341722544003,0.07675140151020486,0.06379163179398703,0.0,0.0,0.03517508143367725,0.0,0.025331661650284148,0.0,0.023017601588838556,0.0,0.0,0.0,0.0
CREB5,0.02836460232111379,0.265638651269719,0.0,0.0,0.02580123601239553,0.0,0.0,0.0,0.0,0.1495408442003779,0.01980134777594599,0.0,0.0,0.0,0.03400764442855858,0.0006389036103502425,0.004605765815090527,0.09415960583615711,0.026331225584037762,0.0,0.0,0.054514098021533036,0.0,0.002934934200435088,0.0,0.036668181215105664,0.0,0.0,0.11124443127731579,0.0
MARCH1,0.07584764652409678,0.0,0.0,0.054318834511882415,0.25755418220348103,0.0,0.13292831216706424,0.0,0.0,0.0,0.0,0.0,0.0,0.011215402924690466,0.049450247232621994,0.0,0.04712589466086828,0.0,0.0,0.0,0.1241362147083967,0.053644617541436755,0.0,0.0,0.0,0.004452247376864678,0.09366186955884095,0.0,0.08312276016927105,0.04413528988412729
IFIT3,0.003682505433925549,0.0,0.0,0.050159630025926785,0.0,0.06826559641926792,0.0,0.0025937988694642606,0.0,0.04576932377488527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15358837049118068,0.024067310196052932,0.0,0.0,0.0,0.0,0.019052183331941756,0.7377371761663449,0.03738765719601726,0.0,0.0
TLR8,0.05441796322202117,0.2421137564969278,0.0,0.0,0.05024221968105377,0.0,0.06412179593637767,0.0,0.009043289692447082,0.12618095538370375,0.012049029623749163,0.0,0.0,0.0,0.0,0.0,0.0,0.08482860233169101,0.03098901130292273,0.0,0.013177833506103378,0.07119568393966318,0.0,0.03710366995648277,0.000787641933689605,0.05316590656842652,0.0,0.0,0.05915223816993763,0.0
LRRK2,0.17680034703149933,0.16920403136432857,0.0,0.007148331670226243,0.0,0.0,0.034353395031800224,0.0,0.0,0.058572016936555435,0.0,0.0,0.0,0.0,0.004234715474649396,0.0,0.0,0.06658749654237184,0.0,0.0,0.0,0.044435665738148666,0.0,0.051515003550801575,0.0,0.0,0.048334894871440263,0.023485055067256098,0.105300192489552,0.0
CKAP2L,0.10413316224507604,0.0,0.0,0.08557774409153299,0.0,0.0,0.0,0.4080664587557896,0.0,0.0,0.0,0.029039628262706042,0.02816498255906108,0.0,0.08567933451829539,0.12046308812193701,0.0,0.0,0.0022921572859239013,0.009997693762860183,0.0,0.0,0.007441902102162925,0.0,0.0,0.0,0.05070083903663029,0.00285329542930929,0.10350862038134932,0.06092152637619407
EML6,0.011711564483980991,0.02635124792104721,0.08449449107585452,0.08843889944539086,0.07405136338229706,0.0,0.0,0.33931458212432547,0.0,0.0,0.0,0.0,0.0,0.0732905387107567,0.0,0.0,0.1097232815980519,0.07734359397684053,0.006453529006505781,0.03955691673472358,0.12936180067874153,0.08476280695195748,0.0,0.0,0.0,0.14173117746791578,0.0,0.0,0.0,0.06019253068765623
TMEM220,0.1761933474098752,0.0,0.07260502254484276,0.0,0.0,0.14475502039808788,0.09760353593281439,0.0,0.008711021519583046,0.0,0.0,0.006294711177370949,0.0,0.0,0.0,0.0,0.06915943692763417,0.052169570803319576,0.06797597235935626,0.008443951993134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0043556278779958105,0.0,0.1422445666122521,0.08449472631635577
DERL3,0.0,0.0,0.11959650288207074,0.0,0.062311955905047636,0.0,0.0,0.45550184025610546,0.08333293161937666,0.0,0.0,0.050243849058162746,0.0,0.0,0.0,0.0,0.10404694972880599,0.04929236934288006,0.00543607592757027,0.0,0.051756751957678655,0.0,0.0,0.0,0.0,0.12214021223711527,0.01956320289481839,0.0,0.0,0.0
TPRG1,0.0,0.0,0.0,0.0134468790963241,0.11436381477256376,0.0,0.10850633036988314,0.0,0.0,0.0,0.004947413090926123,0.0,0.022011305987012657,0.26506000599005447,0.0,0.3843965740209279,0.04793183810644067,0.014817014232730474,0.0,0.0,0.03557659735153409,0.0,0.011961100401700814,0.0,0.0,0.01836577172416782,0.0,0.01417684777318229,0.0,0.013006811553775798
GLT1D1,0.0,0.28885713307472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14748115375257928,0.0,0.01576188997838557,0.0,0.0,0.0,0.0,0.05475049993840616,0.06842195445596552,0.0024990974352389925,0.0,0.0040879659250498915,0.05096506700619274,0.0,0.11053564880334085,0.0,0.0,0.0,0.016388076238017624,0.028790526927246186,0.0
TIGD3,0.0,0.17547844382872232,0.0,0.0,0.0,0.0,0.0,0.0,0.07325273100304192,0.0,0.039978480893181255,0.01654075145469216,0.006647989455064892,0.0,0.0,0.0,0.0,0.2876724026115611,0.0,0.0633502178453507,0.0,0.0,0.04897646436173532,0.15431112258779514,0.05447523748301882,0.05002797492538423,0.0,0.026191855346603402,0.0340498408654159,0.0
TMEM91,0.0,0.1202054066677566,0.10757753942192139,0.0,0.0,0.0,0.0,0.0,0.06767666299247463,0.06927126506076772,0.03019347865392406,0.05026490150960484,0.005294484224510864,0.0,0.027398348678082184,0.0,0.061692294637038216,0.0578628417915761,0.0,0.003476478054038392,0.014689475100667792,0.036006281715540905,0.056326721990357945,0.05098991010459711,0.03188371786726826,0.0,0.0,0.05569590846532284,0.0,0.0
CMTM2,0.0,0.22712339868710266,0.0,0.0,0.0,0.014260060557727815,0.0,0.0,0.0,0.10479343664759641,0.04071016894178455,0.0,0.0048715339293458225,0.0,0.0,0.0,0.0,0.14686212452656436,0.06206336498901193,0.0,0.0,0.02002156036646636,0.0935136698381071,0.018944663310546,0.0,0.04860288186235681,0.0,0.0662608529161457,0.0,0.0
NFKBID,0.0,0.05471517317921895,0.18861191909002237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034803349140588398,0.1400373125697105,0.0,0.025928517616137153,0.09489466032676991,0.0,0.015610519870516995,0.0,0.004359786076490594,0.007707878048699284,0.047873942149759846,0.0,0.0,0.08311351504898586,0.0,0.0,0.01206653870924181,0.0,0.0,0.0
C5orf56,0.011404668948590513,0.0,0.2074387686757016,0.0,0.0,0.0,0.0,0.0,0.00849898441942275,0.048598310825412765,0.0006708551328120683,0.0,0.0,0.0,0.06793387207801482,0.06497741471139187,0.05497934966727253,0.0,0.0,0.04597982259243784,0.017554079950131134,0.045894250727416305,0.11446441144130039,0.0,0.0,0.021495655125217485,0.23653616411181067,0.01406988397006951,0.0,0.0
FPR3,0.0,0.0,0.0,0.0556277744910999,0.17625160602360943,0.0,0.11250919314754479,0.15710316295287766,0.09056245195532714,0.07921612854404039,0.0,0.0,0.0,0.0,0.08285378091992482,0.03918369592867887,0.05439322497110283,0.043687733291043696,0.043772652643915465,0.022745948958403213,0.0,0.0,0.0,0.06415867008358411,0.0,0.09137391338259018,0.015169415695144031,0.0,0.037124268347532005,0.011263749352739227
EPHB1,0.010011507856309073,0.17708150060535394,0.0,0.008377106441978146,0.0391633259359268,0.02295545718646633,0.0,0.03082668024726328,0.1384891918655403,0.12524088398818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14231337923804196,0.04910788159392139,0.026870654793969766,0.0,0.022422430140077224,0.0,0.016556111605292054,0.0,0.011170025813053982,0.10294937833965927,0.0996724118841669,0.0,0.0
S1PR5,0.0,0.0,0.0061104384293241346,0.0,0.024743457994670818,0.0,0.07264995256890411,0.0,0.0899101258032928,0.0,0.03951335477651816,0.01530432703917378,0.059939534718138975,0.22462521984166625,0.0,0.10008422404843091,0.0,0.0,0.0,0.0,0.0,0.0,0.12982048534347704,0.030916305547222512,0.25877528617346274,0.0,0.0,1.0493138742985909e-05,0.0,0.062017031558712445
PKHD1L1,0.16631964437452293,0.0,0.0,0.0,0.0,0.06696956504515966,0.0,0.0936068076215304,0.0,0.0,0.01641056036089161,0.0,0.04142591684752172,0.014782529700207825,0.0,0.0,0.0,0.030427637003735533,0.0,0.41404737229084726,0.0,0.06599019107204501,0.006494403216569651,0.0021004411218602994,0.0,0.0,0.006354161628415057,0.05469352894964855,0.02114714222074574,0.0026035100160520745
FKBP14,0.07377576739157288,0.0,0.14153700719759166,0.0,0.007516013475950979,0.0,0.019920702996791165,0.28215410070076946,0.009963238141641777,0.07416892029181453,0.0,0.0,0.0,0.0,0.0,0.009127486226923538,0.0,0.0,0.0,0.0,0.2499154443885188,0.010597968123261147,0.0,0.0,0.0,0.05708555905332164,0.0,0.0,0.0201882313827149,0.0
DENND2C,0.0,0.0,0.0,0.11007936544293828,0.0,0.0,0.014130883561283983,0.24078270674263685,0.03642372825672687,0.0,0.07517278612011624,0.0,0.0,0.005607882746763958,0.0,0.0,0.03711641259018732,0.1886019738891625,0.0,0.35438849717239307,0.0,0.0,0.0,0.05489336838916509,0.009294179095984184,0.1033803992480185,0.05304141787788672,0.02457226130766809,0.0014845569217418369,0.00670194923312734
IL4I1,0.0,0.0,0.0,0.0,0.23766515029820642,0.0,0.0,0.0,0.1047889970212173,0.0,0.0,0.1673942398655986,0.0,0.0,0.0,0.0,0.0,0.0,0.0945436768124518,0.0,0.1522789757745785,0.03237704336775245,0.12130138942479571,0.0,0.044439542744478824,0.14340189521923072,0.06949580650556052,0.03342832979360446,0.0,0.0
FAM129C,0.0,0.0,0.23039781551103175,0.05530837997774515,0.01361278716813283,0.0,0.0,0.0,0.0,0.0,0.009388337362624736,0.07511455299145837,0.010819702971314382,0.0,0.27306777767362994,0.0,0.0,0.0,0.0,0.0,0.029615316782161033,0.0,0.002200430539163272,0.0,0.0,0.0,0.0,0.0464248381556313,0.0,0.04235234821160526
MMP8,0.0,0.0688784912159201,0.0,0.0,0.038219467884102624,0.0,0.0,0.15726764081519995,0.0,0.04757684950476456,0.0668538442346826,0.021039004810605128,0.012527668344243537,0.0,0.0,0.0,0.10284462328552836,0.0,0.0,0.0671603348832173,0.30280173568480834,0.11774002243505152,0.054767020192397736,0.16429299274592735,0.0,0.06987420032507663,0.0,0.0,0.0,0.0066437251902197935
MGST1,0.0,0.13622672422632856,0.0,0.0,0.33645611049492985,0.0,0.0,0.0041695162759572135,0.0,0.0,0.0,0.0,0.0,0.03339974957682248,0.0,0.0,0.03209894010946803,0.04167035577511597,0.0,0.0,0.14343513109320372,0.04120321438906091,0.184253700420742,0.0110997944917714,0.0,0.002157497425312774,0.0,0.06639995309954053,0.17188905801011092,0.0
IRAK2,0.0,0.058894143432071826,0.0,0.0,0.0,0.0,0.12931171212778772,0.0,0.220695734096843,0.10789760964011141,0.0,0.03633477815918224,0.021287122222722003,0.04353968763719897,0.0,0.0,0.04274170357292731,0.0,0.08673523425188491,0.116639584845163,0.0,0.0,0.0,0.0,0.2772895837537777,0.0,0.027995604803556152,0.0,0.16573385852668795,0.0
NOG,0.0,0.0,0.0,0.005618259347987642,0.0,0.4330667598331685,0.014023845343183692,0.0,0.0,0.0,0.0,0.027007576855205922,0.0,0.0,0.014834898244107388,0.0,0.0,0.01282281212639698,0.0,0.09827623652280858,0.0,0.0,0.13310067536118897,0.10977430857332642,0.0,0.0,0.0,0.0,0.07639339515063302,0.1343309797278029
ZC3H12C,0.2162611172457122,0.009682652174023379,0.021157902780924942,0.0,0.20102919239247405,0.0,0.0,0.053006776169285376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08067943237424681,0.033308010736560804,0.0,0.0,0.0291821494449386,0.03927365601621701,0.03585757684617414,0.0,0.012881382579652897,0.05579070034935887,0.06407341123596298,0.0,0.1451568011229131,0.0
HECW2,0.04849366114527,0.18507930903879444,0.0,0.0,0.0,0.0,0.0,0.0,0.11571687053050818,0.18105216460529738,0.0,0.0,0.0,0.0,0.01046703135942948,0.0,0.0,0.18560650924344752,0.004626685530014649,0.0,0.0,0.11193083280457983,0.0,0.0,0.07012343596569638,0.011108007360356565,0.0,0.0,0.0,0.0
MACC1,0.21754310409759958,0.0574522790306132,0.052117918443752374,0.025799736149692394,0.0,0.0,0.0,0.10247278961249962,0.0,0.0,0.05591599343047531,0.0,0.04180287154011034,0.0,0.14320781673019797,0.0,0.015022310225189316,0.005602475870299981,0.0,0.0,0.08485108993765388,0.06234236638462045,0.0,0.0,0.0,0.0,0.0,0.06870314977774748,0.05529246385197692,0.11721725956890282
EPPK1,0.11264657388070112,0.0,0.0,0.025173979460086867,0.0,0.3032482089469507,0.0,0.0,0.0,0.0,0.0,0.16389255625770222,0.0,0.011530892060754198,0.0,0.0,0.0,0.06515664274991792,0.0,0.1281914758716623,0.0,0.012572387422262275,0.0,0.0,0.03942815317781394,0.05196897998265664,0.04338105821143232,0.021990365816425213,0.15066621079603693,0.087753984577608
EBF1,0.04166453348673662,0.0,0.11506504941585581,0.19876830726780556,0.045081434193063756,0.0,0.04148270337861411,0.0,0.0,0.04646714654235619,0.0,0.0,0.007306749034673759,0.0,0.26504307334819355,0.019280788097238863,0.0897450060271242,0.0,0.0,0.0,0.10901550999432122,0.026427125255313523,0.0,0.0,0.0,0.0,0.0,0.022487762327637564,0.00420365956991308,0.1635434885919909
PLD1,0.041564359879268015,0.11686314899566845,0.0,0.0,0.2014647574205337,0.0,0.016844806077104604,0.0,0.022318890172802225,0.024781292870702368,0.0,0.0,0.0,0.05520145553426571,0.0,0.0,0.0,0.03833178724257492,0.0,0.033326697663053226,0.025765119192056533,0.10166643974121767,0.032458941562082524,0.0,0.0,0.0,0.06657869839087263,0.14083259005425042,0.16731698247755422,0.0
PROK2,0.0007566631366008596,0.2691816733705951,0.0,0.0,0.0,0.0,0.05471607929903845,0.0,0.0,0.27427044292918445,0.05754372887397555,0.0,0.019300276902236544,0.0,0.0,0.03949250952373619,0.0,0.0,0.04041970509949272,0.0,0.005288371579816442,0.06629671973112886,0.0,0.0007972525030921882,0.0,0.0,0.0,0.0,0.025585927826744907,0.0
SLITRK4,0.06481794430801585,0.03169822847306881,0.0,0.0,0.3018433297693832,0.0,0.1314656434729866,0.0,0.0,0.016725715917458195,0.0,0.013580306214537798,0.038718340402618165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035727942529543144,0.018537207186434868,0.028679149522321874,0.03161406323643016,0.0,0.0,0.08911099080526591,0.0,0.17051254889882647,0.020053079486961455
TRIM69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002358347661450884,0.0026653509016344055,0.24700979712361884,0.0,0.023116015442570394,0.0,0.0,0.0,0.10782985736631168,0.10348295384814968,0.08861352261694243,0.0,0.0680266425167797,0.0,0.0,0.002724938382454758,0.0,0.08118249764068168,0.0,0.3993375467319078,0.011873806099436772,0.011808837958653293,0.0
PRICKLE1,0.0,0.0,0.0,0.16338145689329217,0.27910647309412706,0.0,0.22488621828235014,0.0475600078726816,0.0,0.0,0.0,0.0,0.0,0.0011011931710908037,0.19210213906748808,0.0,0.0,0.0,0.028055731224186944,0.014055151462885223,0.05167226486100224,0.03276236879934138,0.03105042130780387,0.1043001273895928,0.0,0.0,0.10427264049301055,0.0,0.02879862829846649,0.0
SPDYE1,0.1983770355632115,0.0,0.19706302485268148,0.03754616249762689,0.0,0.14489351220592456,0.0,0.07432448788225146,0.0,0.044606839494147066,0.02302041427878072,0.0,0.0,0.0,0.0,0.06328649592250732,0.06474624790562782,0.046900362099348336,0.0,0.04450509322533418,0.015922228181857772,0.05801026453945861,0.0,0.0,0.03265815575859298,0.032875527629738395,0.07180326027146652,0.06092972461260304,0.0,0.0
NTNG2,0.025264316560773076,0.1253452856493961,0.04457850346375454,0.03850034056694309,0.0,0.0,0.0,0.012582086035844734,0.0,0.10990357466511443,0.0,0.009170772257724906,0.0,0.011922375328703218,0.0,0.0,0.0,0.028005036966100835,0.0,0.01647573730649853,0.0,0.08370421914290412,0.0,0.025956057787187067,0.0,0.05018089690541287,0.09310113871122473,0.14355190815330884,0.0,0.0
VSIG1,0.09258908629904797,0.0,0.0,0.07954660838400465,0.0,0.27935775068861446,0.09905267288556636,0.0,0.0,0.20451710678459542,0.0,0.0,0.0,0.0,0.0,0.11433521325535333,0.061223609842624725,0.0,0.13531646316263407,0.046169133770513744,0.0,0.0,0.0,0.0,0.0019420103539701768,0.013042637093542333,0.0,0.004211030214424922,0.0,0.016235995339121956
ISM1,0.10468929367944864,0.0024183779428864904,0.0,0.06410837593873629,0.0,0.20760965143423812,0.14618423179534895,0.0,0.09037604030619271,0.11125497041140467,0.0,0.0,0.003611735918529739,0.0,0.06922773787950173,0.0,0.0,0.02357949694737312,0.199244356651106,0.04877625641461215,0.0,0.06955414958770471,0.0,0.0,0.0028306177549848677,0.0,0.0,0.024121211742462356,0.0,0.008524032211725976
CBLN3,0.0,0.025879428267731465,0.21917093171647806,0.07339295895457106,0.0,0.05353779924208361,0.0,0.0,0.0,0.0,0.09495775009248689,0.0,0.0,0.07213937093710944,0.1699957126269663,0.05285570315582288,0.06466622094530147,0.0,0.09164057052923325,0.0,0.10198488563361928,0.0,0.0,0.0,0.018178000726433753,0.003951769205719091,0.0,0.13004135853585005,0.0,0.0
BMP8B,0.0,0.0,0.06312025997184574,0.03562901985750231,0.11300150838813769,0.009892952470859034,0.05719241370545126,0.39351777777403896,0.058620233880596576,0.0,0.0,0.04430578975239433,0.0021437003825833813,0.02899511240813976,0.0,0.0,0.0,0.01154562993870003,0.0,0.0,0.0,0.0,0.0,0.00710845911236,0.0,0.051819245854149106,0.0,0.0,0.07435904630927613,0.03334010137130062
MACROD2,0.0,0.0,0.09094068664072164,0.08076617077434306,0.0,0.0,0.08877418880511967,0.0,0.0,0.10341733849721554,0.016438698273622585,0.015797713780488755,0.0,0.0,0.40523817414220314,0.11696433663409303,0.0,0.0,0.1396839592355898,0.0,4.900945497642813e-05,0.0,0.0,0.0,0.0994276027258929,0.0,0.07865823307220866,0.0,0.0,0.0
FCRLA,0.0,0.0,0.09898729345531834,0.12240259834640912,0.10318118847831538,0.0,0.01890901872995269,0.0,0.0,0.0,0.0,0.06288138305738436,0.007487776137120136,0.027793532689986217,0.29357942291623895,0.0,0.0741089109609033,0.0,0.0,0.0,0.13681147211210695,0.028761312386056462,0.018931572734498928,0.0,0.0,0.0,0.0,0.021559457296360968,0.0,0.13237204081565834
MYO7B,0.0,0.13841593011963108,0.0368386291422573,0.0,0.0,0.0,0.0,0.0,0.0,0.050665711726682314,0.11980650171883343,0.18678187537011604,0.052173205760155536,0.01839216801381911,0.08308656227170684,0.0,0.0,0.03059945360010264,0.0,0.0,0.0,0.1067264393019495,0.0017444763645540608,0.0632027374282661,0.08466121411849978,0.0,0.0,0.0,0.0,0.0
SPOCD1,0.0,0.09825311088232634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006015155095006935,0.13200088805095417,0.0,0.0590906229676383,0.0,0.15606896688951089,0.0,0.025970379560772323,0.054884332079052627,0.0,0.29089678562682786,0.0,0.029761442108174774,0.06756940893588319,0.05223351503753588,0.13138695163605607,0.023489923179085537,0.02590481614411057,0.0,0.0,0.05621418583647742
ASPRV1,0.0,0.10645770476112018,0.00042700307234251394,0.0,0.0,0.0,0.0,0.0,0.1365976322487822,0.17798593642267327,0.0,0.0,0.019216201132766886,0.0,0.0,0.0,0.0,0.19383829686961118,0.0451043454756887,0.0017979514788618472,0.0,0.00877708161848974,0.0,0.0,0.026708326844386912,0.03590646090632188,0.1426748092792289,0.0059568431618524055,0.0,0.0
SLC8A1,0.12050039582486353,0.14162944684363254,0.0,0.0,0.10957134198334566,0.0,0.0,0.0,0.0,0.19994894606611394,0.0,0.0,0.060660927802296614,0.0,0.0,0.0,0.0,0.06306902638325193,0.0011027286781230357,0.024840331770613813,0.0770794926218351,0.01973479596544877,0.0,0.11464349445459789,0.0,0.04663406656114474,0.0,0.016713153814338796,0.03504757021877726,0.0
C19orf59,0.0,0.22326322755705133,0.0293676350217035,0.0,0.08941294657448827,0.0,0.0,0.0,0.0,0.16929321975825162,0.05072732511031602,0.0,0.0,0.03259059228413388,0.04565950810890386,0.0,0.0,0.0,0.0,0.0,0.16673237068897853,0.1693775609578834,0.12248123413819934,0.0,0.0,0.025777197496163258,0.0,0.0452582658467534,0.0,0.0
REM2,0.0,0.2095601379765651,0.05387093938308652,0.0,0.0,0.0,0.0,0.0,0.03116170734775852,0.13236756336989564,0.0,0.05548775410867717,0.0,0.0,0.0,0.0,0.08450068212722985,0.13955736901659024,0.03103386654781503,0.0,0.0,0.016857444779719115,0.02581007033721558,0.011040509276397995,0.0,0.0,0.0,0.04777571956894583,0.0,0.0
CPM,0.0,0.024736894668246183,0.0,0.0,0.33401728268567205,0.00567407504974093,0.00048215832759935693,0.0,0.1012562613920268,0.0,0.0,0.0,0.0,0.025321355295900697,0.0,0.0,0.03117487968499102,0.23776389206003504,0.0,0.0,0.0949956220261132,0.045239625911236175,0.04392560541111786,0.0324380000734811,0.030514454610262358,0.0,0.0,0.038069508094405756,0.12154212760096354,0.0
TMTC2,0.23285570680530143,0.07668471782641385,0.019313690450552173,0.0,0.134019293150133,0.0,0.0,0.0,0.019879193960504457,0.0,0.0,0.0,0.0,0.019964794231023028,0.0,0.020311917696641868,0.08782057575984795,0.027501329224617482,0.04162670839302587,0.0,0.14091122362629513,0.09089094610451545,0.0,0.0,0.0,0.0,0.029255060885347822,0.0,0.09389511661053442,0.0
RGL4,0.0,0.21044173108229597,0.0,0.0,0.0,0.04125601900016115,0.0,0.0,0.0,0.19232797416500513,0.0,0.0,0.0,0.01629105618915711,0.0,0.07214468266979406,0.07512463300231538,0.020857486437701238,0.0002550021206163342,0.0,0.0,0.08554083887206632,0.16064203974351124,0.03367868255338938,0.0,0.05567599953436076,0.0,0.025587366928800894,0.0,0.0
MFI2,0.0,0.0,0.0,0.0,0.015597517593560574,0.0,0.0,0.0,0.03155666143358132,0.04334694424580127,0.0,0.12954114910550424,0.012898711456368919,0.19983061014032513,0.0,0.18815598948625245,0.10834997876104037,0.02926212734893228,0.0,0.06339158961620417,0.0,0.0,0.09344380146291273,0.0,0.03145321597096644,0.011537919308314203,0.0,0.08629945511156954,0.057537421551411505,0.0
PHOSPHO1,0.0,0.12377735886921895,0.022353458247940345,0.0,0.0,0.0,0.0,0.11273654101019655,0.0,0.0,0.15518739304176385,0.04460540455266342,0.21326272011603806,0.03436238841988456,0.0,0.0,0.00887959892784443,0.16855806720966915,0.16230187572190186,0.08795152051245986,0.0,0.0,0.0,0.10962540317979878,0.0,0.028181314091989432,0.0,0.0,0.0,0.0
CDKN2B,0.09546604431175433,0.08760057496388855,0.0,0.10903255073712943,0.20805048104107354,0.0,0.0,0.11401622439110047,0.013962293896134967,0.021831743923285768,0.02672628711021921,0.0,0.06748816284497389,0.0,0.0,0.0,0.0,0.0,0.0,0.08144488297391828,0.0,0.03450559457420997,0.0,0.0,0.029330620422899824,0.0,0.035690630434767036,0.03530852473944323,0.15212829470177625,0.0
CTLA4,0.0,0.0,0.02558242283735597,0.0,0.0,0.0,0.0,0.09855168401428238,0.024423773764686806,0.36301170920590425,0.0,0.0,0.06525655888832207,0.0,0.047943153848577016,0.2670741602158234,0.05910738972602797,0.0,0.007050356297580698,0.1273036244029726,0.006888856938819913,0.011951125220039618,0.007221075419218773,0.0,0.06869536414040822,0.0,0.0,0.0,0.0,0.0
KCNE1,0.02186601345256033,0.20001110199002214,0.10993935328338018,0.0,0.004901183924508454,0.0,0.0,0.0,0.04058451666001359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15193200766802115,0.25195884093275406,0.0,0.0,0.0,0.07941873945449951,0.007416783779272058,0.0,0.0,0.0,0.036761134541473645,0.08088782877348573,0.02634805655289482,0.0
B3GNT8,0.0,0.19550023480137996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028015151853007056,0.012578984582492011,0.2008879111225863,0.05170421270978092,0.05192773534704057,0.0,0.0,0.021367819899568433,0.09296262082985009,0.006199694150885884,0.041189807685562706,0.0021812195114792104,0.017697742449362123,0.05225487991238077,0.03208261004502525,0.0,0.0,0.0,0.01665911363109361,0.0,0.0
NLRP7,0.0599739244560768,0.013776219211704304,0.0,0.01989360558999804,0.06555420905307069,0.18655700216629467,0.0,0.07729358990046599,0.22852002489431467,0.0,0.0,0.0,0.0,0.0,0.0,0.008637789700037849,0.04874825011539285,0.1859468703971597,0.0,0.0,0.0,0.03660021020525274,0.0,0.0,0.18746438275944582,0.14622388808667816,0.0,0.07118264075723406,0.0,0.04825784129982815
TMEM154,0.041812683348901036,0.16593071072128135,0.0,0.04138123362847461,0.0,0.0,0.06361127865095313,0.018566772187105098,0.07409826065818577,0.0,0.006450560471237121,0.0,0.006583347797582159,0.0,0.0,0.0,0.04965703221253711,0.23412283186486785,0.0,0.021027185259208426,0.0,0.0074483264953844105,0.0,0.020195207507235715,0.0,0.0,0.0,0.03248178864953555,0.05534493016376104,0.0
RBP7,0.0,0.22643918736924432,0.0,0.0,0.10527806106900083,0.0,0.0,0.0,0.030977116377676608,0.01467732067577677,0.0,0.0,0.009150833837664891,0.04484678222173857,0.0,0.0,0.0,0.09699466427353587,0.03867871999994814,0.0,0.007301216267774309,0.09244840337322435,0.14205262988426987,0.06099100969891248,0.0,0.0,0.001519047108334848,0.09385660499392924,0.0,0.0
TMEM71,0.0082670638015374,0.2312619712103432,0.0,0.0,0.0,0.0,0.013008687357834926,0.0,0.053569925770150253,0.13270769768040588,0.016728735230388248,0.0,0.0009238501564970054,0.0,0.0,0.0052505447880145896,0.02641783777067688,0.13431867765017685,0.06412854119265489,0.016010190712285724,0.0,0.030403045088167695,0.0,0.09172080249600963,0.0,0.008239439200680152,0.0,0.007072437652577102,0.0,0.0
JAKMIP1,0.0,0.0,0.0,0.06083384405912633,0.057003049357364506,0.0,0.09667770932936225,0.0005988259729180764,0.0,0.14945689397052336,0.0,0.07837566112283131,0.049331523087077236,0.1809834910723924,0.0,0.3222396084478167,0.0,0.0,0.0,0.03643554540073738,0.024844285683168467,0.01644731631699328,0.0824411175077682,0.0,0.033705781572861825,0.03832704507151593,0.0,0.0,0.0,0.0
NSUN7,0.007927158331884064,0.20327851544285427,0.08614796614090563,0.0,0.0,0.0,0.0,0.059326141242723035,0.019294839196870757,0.10949910532077115,0.016906493288981344,0.0,0.0018289926675242958,0.0,0.0,0.0,0.025582575892423704,0.1116873656154058,0.015851027667016498,0.0,0.048639935153214214,0.06594628599335563,0.0,0.0,0.0,0.02234454650376236,0.0,0.06489573847529252,0.0,0.0
TLR6,0.1091068846110961,0.18514554190495783,0.0,0.07261969751148256,0.0,0.0,0.0,0.029902033318987768,0.0,0.11797365335232048,0.04599436141783718,0.0,0.032645124094708475,0.0019671911839831916,0.0,0.0,0.0,0.10045038338551017,0.0,0.0,0.0,0.03580190881146632,0.0,0.06824098494716624,0.004002335318044559,0.0,0.013175902786540964,0.0021128835714430564,0.022108323274585395,0.0
ZNF341,0.0,0.07601151937360229,0.019550117702367243,0.02040401008871665,0.006511088174255102,0.004727499826144566,0.0,0.0,0.046034476344443506,0.006764702550449196,0.0033785179941666806,0.1370298668648285,0.04768036090518662,0.015575119102345278,0.0,0.0,0.0,0.14197121347801128,0.032809740885102454,0.027658813944148687,0.0,0.030822520592148347,0.0,0.028657147348944638,0.0,0.0,0.03827891202691686,0.06419695721101729,0.0,0.0
