gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10,LV11,LV12,LV13,LV14,LV15,LV16,LV17,LV18,LV19,LV20,LV21,LV22,LV23,LV24,LV25,LV26,LV27,LV28,LV29,LV30
CRABP2,0.0,0.0,0.08129414163888163,0.0,0.0,0.0,0.005262083629997247,0.0,0.0,0.03243009836429343,0.0,0.13569230864641463,0.0,0.009310558835590885,0.019160179911611553,0.0,0.07209695619937663,0.01737678991424799,0.01009125514674686,0.04159275411142299,0.0,0.06041983205968932,0.15468159579830806,0.06949233485890996,0.0,0.0,0.0,0.09582034138086888,0.0,0.0
FOXM1,0.0,0.015683062106586997,0.247003340462772,0.0,0.0,0.015517162421659786,0.0,0.20123646459223166,0.034324882948639814,0.0,0.039858423296842235,0.014761668014297038,0.06352632158962478,0.0,0.0122486143244903,0.0,0.03510557928285909,0.0,0.0,0.0,0.0,0.02927239240328224,0.0,0.0,0.027727871774517503,0.00835917681717545,0.0,0.04809766339341495,0.0,0.0
ATF3,0.0,0.0,0.0,0.0,0.14312984951547447,0.0,0.08564151929754221,0.0,0.10310124169622006,0.0,0.08739822134706905,0.032135888444861364,0.06913331979705772,0.0,0.15695963178614036,0.0,0.0,0.07600583958331983,0.07050652227115366,0.0856063252091962,0.011852124673612947,0.0,0.0,0.08311316882156355,0.18307760330444445,0.04067164107636667,0.2693239821209544,0.0,0.0,0.0
CCNB2,0.004703075746727966,0.0,0.0,0.0,0.0,0.0,0.018910783404257638,0.4956802956613785,0.0,0.09541298286941373,0.017789261115263282,0.04646823694674771,0.02868258725873111,0.0,0.0,0.12041088714793799,0.0,0.01186817086243728,0.0,0.0,0.01628499516279887,0.0,0.11892829679426307,0.0,0.0,0.0,0.06179529943585658,0.0,0.0,0.001826972073944668
PKIG,0.0,0.0,0.02685390085845584,0.04273886424741642,0.009987325333457132,0.0,0.0,0.0,0.0,0.003195715436742892,0.0,0.12590795652573764,0.0,0.031955192063030054,0.2526299278434605,0.0,0.03978073681615895,0.0,0.0,0.14165651628932116,0.06390589236849152,0.04829775436214177,0.10677514635465547,0.0,0.0,0.0,0.0,0.0,0.0,0.08703864302567918
TRIP10,0.0,0.0,0.18072188090500677,0.08242648872797984,0.0,0.0,0.0,0.06139450396296089,0.0,0.053283958597847916,0.0,0.11776157761816479,0.0,0.0,0.056188343374253914,0.10492472513517784,0.03301967471125408,0.027256024180571655,0.035428828678769175,0.0,0.0,0.0,0.004170485853999547,0.0,0.0,0.04997006285889447,0.009150718069328292,0.055213340264591224,0.0,0.0
SLC7A8,0.0,0.014215429139906607,0.0,0.0,0.0,0.14033651059386068,0.0,0.08874753249083517,0.20560814410057193,0.0,0.1123837961696508,0.0,0.0,0.0,0.0,0.00654912818522173,0.1836805209515861,0.07807765014860295,0.0,0.006151114864239039,0.10220930552312367,0.010272218269052606,0.06338549315272163,0.007786362086976926,0.0,0.11510866140021976,0.02189222183424973,0.023015170360583585,0.13361656215003803,0.0711215045283689
SLC1A3,0.2753071513323073,0.0,0.0,0.0,0.09641090411380931,0.10905322766336782,0.0,0.11653540148248817,0.0,0.12496480789473355,0.04327777757708308,0.0,0.034728778499091666,0.18343593200189032,0.0,0.014730783820131512,0.0,0.0,0.08460397614760416,0.0,0.10437918966776984,0.09541068516531431,0.0,0.0,0.0,0.0,0.07985965555743678,0.0,0.0,0.0
TOM1,0.0,0.09703660865449695,0.0,0.0,0.04603490082567437,0.0,0.0,0.0,0.0,0.048645740313969836,0.06570819977317881,0.08549118559762305,0.05405476897392207,0.02714489080856121,0.09982489475024894,0.0036693453957919483,0.0,0.07778884769178179,0.0,0.0,0.0522432098889134,0.09418421967294445,0.0926981872587721,0.0,0.0,0.0,0.0,0.11967734490820776,0.0,0.0
SPINT1,0.0,0.16223118073199483,0.0,0.0,0.0,0.0,0.0,0.0,0.013829747171213084,0.005816666790294781,0.0,0.0729565585512848,0.02929099100089619,0.04532317901727712,0.03780761490830752,0.0,0.0,0.16817073561647894,0.043596322927992676,0.0,0.0,0.04886985309455154,0.12134894599413949,0.1054040115281292,0.0,0.0,0.0,0.0668489926937861,0.0,0.0
IL8,0.08643934755475108,0.12287460344969972,0.0,0.0,0.0,0.06984575309113764,0.06024913428902076,0.0,0.1851386149138919,0.08110393864241544,0.0,0.0,0.046426498646051355,0.04288113402912836,0.17213495841438595,0.0,0.0713216664222413,0.11632837243406441,0.2290464635424188,0.0,0.0,0.03224557814115231,0.030913759976853514,0.0,0.0,0.0,0.0,0.040612321014068246,0.0,0.0
CD93,0.21236488155346503,0.1706847065592138,0.0,0.012521524882798767,0.04489105129545223,0.0,0.0,0.0,0.15847666344510747,0.0,0.0,0.0,0.0,0.02497055917718439,0.0,0.0,0.0,0.09685127705284123,0.013117593658771633,0.0,0.0,0.0,0.0,0.08260605718888828,0.061540950490667795,0.028163149910342453,0.0,0.02051748191105839,0.10558728156907261,0.08455865365602132
ANPEP,0.0,0.20499668855234893,0.029411019516891478,0.012493099188738819,0.0,0.0,0.0,0.0,0.00953387604628005,0.03270658792313311,0.019319187529610985,0.12373794265348784,0.021868772756530208,0.004800992941900083,0.13288698578813601,0.0,0.0,0.0778184564894477,0.0,0.0,0.04382017453089105,0.047975107242482544,0.0,0.0,0.0,0.0,0.0,0.03676903270211425,0.07252354123470936,0.0
MAP7,0.0,0.07709359905966082,0.0,0.0,0.015232319542096917,0.007244201805482085,0.0782170404303767,0.03804545225490751,0.044758361980133214,0.0,0.0,0.0,0.0,0.031162302706317563,0.0,0.0,0.021600209057522073,0.2448278359781568,0.0,0.16316450866120272,0.0,0.06408611103655651,0.04281477927383465,0.23872641206349257,0.0,0.10086756896372644,0.0,0.011597672768144435,0.08311356544874564,0.0
